GRIDCODE|state_code|county_code|CL_star|obj_star_per_dollar_liability|K_star_interval_codes|w_star|PF_star|county_base_value|expected_profit_per_acre
24130|31|169|0.85|0.09748696867838047|626,635|626:0.4000,635:0.6000|1.5|56.3|6.997858329155846
24131|31|95|0.85|0.09374350114591293|626,635|626:0.4000,635:0.6000|1.5|56.3|6.729142871006495
24131|31|169|0.85|0.09374350114591293|626,635|626:0.4000,635:0.6000|1.5|56.3|6.729142871006495
24132|31|95|0.85|0.09666350572956459|625,635|625:0.4000,635:0.6000|1.5|56.3|6.93874810003247
24133|31|67|0.85|0.09388851489686784|626,635|626:0.4000,635:0.6000|1.5|56.3|6.739552320584416
24133|31|95|0.85|0.09388851489686784|626,635|626:0.4000,635:0.6000|1.5|56.3|6.739552320584416
24134|31|67|0.85|0.09234185867074104|626,635|626:0.4000,635:0.6000|1.5|56.3|6.628529470032469
24135|31|67|0.9|0.08986519047619053|625,635|625:0.4000,635:0.6000|1.5|56.3|6.830203802142861
24135|31|133|0.9|0.08986519047619053|625,635|625:0.4000,635:0.6000|1.5|56.3|6.830203802142861
24136|31|133|0.85|0.09210388770053478|626,635|626:0.4000,635:0.6000|1.5|56.3|6.611447318863638
24136|31|147|0.85|0.09210388770053478|626,635|626:0.4000,635:0.6000|1.5|56.3|6.611447318863638
24137|31|147|0.85|0.0870338922841864|626,635|626:0.4000,635:0.6000|1.5|56.3|6.24751037288961
24138|31|147|0.9|0.08308538903318907|625,635|625:0.4000,635:0.6000|1.5|56.3|6.314904993467535
24139|31|147|0.9|0.08244806695526698|625,635|625:0.4000,635:0.6000|1.5|56.3|6.266465328935066
24412|31|29|0.85|0.10651773567608863|625,634|625:0.4000,634:0.6000|1.5|23.4|3.1779566438961036
24412|31|57|0.85|0.10651773567608863|625,634|625:0.4000,634:0.6000|1.5|23.4|3.1779566438961036
24413|31|29|0.85|0.10788652253628724|625,634|625:0.4000,634:0.6000|1.5|23.4|3.218794399870129
24413|31|57|0.85|0.10788652253628724|625,634|625:0.4000,634:0.6000|1.5|23.4|3.218794399870129
24414|31|29|0.85|0.11014067990832699|625,634|625:0.4000,634:0.6000|1.5|23.4|3.286047185064935
24414|31|57|0.85|0.11014067990832699|625,634|625:0.4000,634:0.6000|1.5|23.4|3.286047185064935
24415|31|29|0.85|0.10656307486631017|625,634|625:0.4000,634:0.6000|1.5|23.4|3.1793093386363633
24415|31|57|0.85|0.10656307486631017|625,634|625:0.4000,634:0.6000|1.5|23.4|3.1793093386363633
24415|31|85|0.85|0.10656307486631017|625,634|625:0.4000,634:0.6000|1.5|23.4|3.1793093386363633
24415|31|87|0.85|0.10656307486631017|625,634|625:0.4000,634:0.6000|1.5|23.4|3.1793093386363633
24416|31|85|0.85|0.10191997173414821|626,634|626:0.4000,634:0.6000|1.5|23.4|3.0407823566883114
24416|31|87|0.85|0.10191997173414821|626,634|626:0.4000,634:0.6000|1.5|23.4|3.0407823566883114
24417|31|63|0.85|0.10136190297937361|626,634|626:0.4000,634:0.6000|1.5|23.4|3.024132375389611
24417|31|85|0.85|0.10136190297937361|626,634|626:0.4000,634:0.6000|1.5|23.4|3.024132375389611
24417|31|87|0.85|0.10136190297937361|626,634|626:0.4000,634:0.6000|1.5|23.4|3.024132375389611
24417|31|145|0.85|0.10136190297937361|626,634|626:0.4000,634:0.6000|1.5|23.4|3.024132375389611
24418|31|63|0.85|0.11387323911382737|626,634|626:0.4000,634:0.6000|1.5|23.4|3.3974080889610385
24418|31|145|0.85|0.11387323911382737|626,634|626:0.4000,634:0.6000|1.5|23.4|3.3974080889610385
24419|31|63|0.85|0.11034916119174942|626,635|626:0.4000,635:0.6000|1.5|23.4|3.2922672241558435
24419|31|145|0.85|0.11034916119174942|626,635|626:0.4000,635:0.6000|1.5|23.4|3.2922672241558435
24420|31|63|0.85|0.11037020702826586|633,635|633:0.4000,635:0.6000|1.5|23.4|3.292895126688311
24420|31|65|0.85|0.11037020702826586|633,635|633:0.4000,635:0.6000|1.5|42.9|6.036974398928571
24420|31|73|0.85|0.11037020702826586|633,635|633:0.4000,635:0.6000|1.5|42.9|6.036974398928571
24420|31|145|0.85|0.11037020702826586|633,635|633:0.4000,635:0.6000|1.5|23.4|3.292895126688311
24421|31|63|0.85|0.11177318258212378|626,635|626:0.4000,635:0.6000|1.5|23.4|3.3347529023376623
24421|31|65|0.85|0.11177318258212378|626,635|626:0.4000,635:0.6000|1.5|42.9|6.113713654285714
24421|31|73|0.85|0.11177318258212378|626,635|626:0.4000,635:0.6000|1.5|42.9|6.113713654285714
24422|31|65|0.85|0.11992213674560737|626,635|626:0.4000,635:0.6000|1.5|42.9|6.559441074642858
24422|31|73|0.85|0.11992213674560737|626,635|626:0.4000,635:0.6000|1.5|42.9|6.559441074642858
24422|31|83|0.85|0.11992213674560737|626,635|626:0.4000,635:0.6000|1.5|42.9|6.559441074642858
24422|31|137|0.85|0.11992213674560737|626,635|626:0.4000,635:0.6000|1.5|42.9|6.559441074642858
24423|31|83|0.85|0.1201095668449198|626,635|626:0.4000,635:0.6000|1.5|42.9|6.5696930325
24423|31|137|0.85|0.1201095668449198|626,635|626:0.4000,635:0.6000|1.5|42.9|6.5696930325
24424|31|61|0.85|0.1225343307868602|626,635|626:0.4000,635:0.6000|1.5|42.9|6.702321558214285
24424|31|83|0.85|0.1225343307868602|626,635|626:0.4000,635:0.6000|1.5|42.9|6.702321558214285
24424|31|99|0.85|0.1225343307868602|626,635|626:0.4000,635:0.6000|1.5|42.9|6.702321558214285
24424|31|137|0.85|0.1225343307868602|626,635|626:0.4000,635:0.6000|1.5|42.9|6.702321558214285
24425|31|61|0.85|0.11594210542398779|626,635|626:0.4000,635:0.6000|1.5|42.9|6.341743311428571
24425|31|99|0.85|0.11594210542398779|626,635|626:0.4000,635:0.6000|1.5|42.9|6.341743311428571
24426|31|1|0.85|0.11251488770053478|626,635|626:0.4000,635:0.6000|1.5|42.9|6.15428307
24426|31|61|0.85|0.11251488770053478|626,635|626:0.4000,635:0.6000|1.5|42.9|6.15428307
24426|31|99|0.85|0.11251488770053478|626,635|626:0.4000,635:0.6000|1.5|42.9|6.15428307
24426|31|181|0.85|0.11251488770053478|626,635|626:0.4000,635:0.6000|1.5|42.9|6.15428307
24427|31|1|0.85|0.10872086478227655|626,635|626:0.4000,635:0.6000|1.5|42.9|5.946759501428571
24427|31|35|0.85|0.10872086478227655|626,635|626:0.4000,635:0.6000|1.5|56.3|7.804255476233767
24427|31|129|0.85|0.10872086478227655|626,635|626:0.4000,635:0.6000|1.5|56.3|7.804255476233767
24427|31|181|0.85|0.10872086478227655|626,635|626:0.4000,635:0.6000|1.5|42.9|5.946759501428571
24428|31|35|0.85|0.10420928265851798|626,635|626:0.4000,635:0.6000|1.5|56.3|7.480402832435066
24428|31|129|0.85|0.10420928265851798|626,635|626:0.4000,635:0.6000|1.5|56.3|7.480402832435066
24429|31|35|0.85|0.1028817364400306|626,635|626:0.4000,635:0.6000|1.5|56.3|7.385108246006496
24429|31|59|0.85|0.1028817364400306|626,635|626:0.4000,635:0.6000|1.5|56.3|7.385108246006496
24429|31|129|0.85|0.1028817364400306|626,635|626:0.4000,635:0.6000|1.5|56.3|7.385108246006496
24429|31|169|0.85|0.1028817364400306|626,635|626:0.4000,635:0.6000|1.5|56.3|7.385108246006496
24430|31|59|0.85|0.09949596103896105|626,635|626:0.4000,635:0.6000|1.5|56.3|7.142068823279222
24430|31|169|0.85|0.09949596103896105|626,635|626:0.4000,635:0.6000|1.5|56.3|7.142068823279222
24431|31|59|0.85|0.09848239113827352|625,635|625:0.4000,635:0.6000|1.5|56.3|7.069312241883119
24431|31|95|0.85|0.09848239113827352|625,635|625:0.4000,635:0.6000|1.5|56.3|7.069312241883119
24431|31|151|0.85|0.09848239113827352|625,635|625:0.4000,635:0.6000|1.5|56.3|7.069312241883119
24431|31|169|0.85|0.09848239113827352|625,635|625:0.4000,635:0.6000|1.5|56.3|7.069312241883119
24432|31|95|0.85|0.09981120702826587|625,635|625:0.4000,635:0.6000|1.5|56.3|7.164697968506495
24432|31|151|0.85|0.09981120702826587|625,635|625:0.4000,635:0.6000|1.5|56.3|7.164697968506495
24433|31|67|0.85|0.09786637127578304|626,635|626:0.4000,635:0.6000|1.5|56.3|7.0250927961038965
24433|31|95|0.85|0.09786637127578304|626,635|626:0.4000,635:0.6000|1.5|56.3|7.0250927961038965
24433|31|151|0.85|0.09786637127578304|626,635|626:0.4000,635:0.6000|1.5|56.3|7.0250927961038965
24434|31|67|0.85|0.09220787242169597|626,635|626:0.4000,635:0.6000|1.5|56.3|6.618911602110391
24435|31|67|0.85|0.0887763093964859|626,635|626:0.4000,635:0.6000|1.5|56.3|6.372585429253249
24435|31|97|0.85|0.0887763093964859|626,635|626:0.4000,635:0.6000|1.5|56.3|6.372585429253249
24435|31|133|0.85|0.0887763093964859|626,635|626:0.4000,635:0.6000|1.5|56.3|6.372585429253249
24436|31|97|0.85|0.08625372650878534|626,635|626:0.4000,635:0.6000|1.5|56.3|6.191508123116884
24436|31|127|0.85|0.08625372650878534|626,635|626:0.4000,635:0.6000|1.5|56.3|6.191508123116884
24436|31|133|0.85|0.08625372650878534|626,635|626:0.4000,635:0.6000|1.5|56.3|6.191508123116884
24436|31|147|0.85|0.08625372650878534|626,635|626:0.4000,635:0.6000|1.5|56.3|6.191508123116884
24437|31|127|0.9|0.08401910591630596|626,635|626:0.4000,635:0.6000|1.5|56.3|6.385872145168834
24437|31|147|0.9|0.08401910591630596|626,635|626:0.4000,635:0.6000|1.5|56.3|6.385872145168834
24438|31|127|0.9|0.08369644531024532|626,635|626:0.4000,635:0.6000|1.5|56.3|6.361348325805196
24438|31|147|0.9|0.08369644531024532|626,635|626:0.4000,635:0.6000|1.5|56.3|6.361348325805196
24712|31|29|0.85|0.11275222459893047|626,635|626:0.4000,635:0.6000|1.5|23.4|3.36396262090909
24712|31|135|0.85|0.11275222459893047|626,635|626:0.4000,635:0.6000|1.5|23.4|3.36396262090909
24713|31|29|0.85|0.11042589992360582|626,635|626:0.4000,635:0.6000|1.5|23.4|3.294556724220779
24713|31|135|0.85|0.11042589992360582|626,635|626:0.4000,635:0.6000|1.5|23.4|3.294556724220779
24714|31|29|0.85|0.10846054927425516|625,634|625:0.4000,634:0.6000|1.5|23.4|3.235920487597402
24714|31|135|0.85|0.10846054927425516|625,634|625:0.4000,634:0.6000|1.5|23.4|3.235920487597402
24715|31|29|0.85|0.10639155844155845|625,634|625:0.4000,634:0.6000|1.5|23.4|3.1741921461038958
24715|31|85|0.85|0.10639155844155845|625,634|625:0.4000,634:0.6000|1.5|23.4|3.1741921461038958
24715|31|135|0.85|0.10639155844155845|625,634|625:0.4000,634:0.6000|1.5|23.4|3.1741921461038958
24716|31|85|0.85|0.10415095263559973|625,634|625:0.4000,634:0.6000|1.5|23.4|3.1073436718831173
24716|31|111|0.85|0.10415095263559973|625,634|625:0.4000,634:0.6000|1.5|23.4|3.1073436718831173
24716|31|135|0.85|0.10415095263559973|625,634|625:0.4000,634:0.6000|1.5|23.4|3.1073436718831173
24717|31|63|0.85|0.10195689686783807|625,634|625:0.4000,634:0.6000|1.5|23.4|3.0418840180519484
24717|31|85|0.85|0.10195689686783807|625,634|625:0.4000,634:0.6000|1.5|23.4|3.0418840180519484
24717|31|111|0.85|0.10195689686783807|625,634|625:0.4000,634:0.6000|1.5|23.4|3.0418840180519484
24718|31|63|0.85|0.10366446600458368|626,634|626:0.4000,634:0.6000|1.5|23.4|3.0928293432467533
24718|31|111|0.85|0.10366446600458368|626,634|626:0.4000,634:0.6000|1.5|23.4|3.0928293432467533
24719|31|63|0.85|0.1051187501909855|625,635|625:0.4000,635:0.6000|1.5|23.4|3.136217911948052
24719|31|111|0.85|0.1051187501909855|625,635|625:0.4000,635:0.6000|1.5|23.4|3.136217911948052
24720|31|47|0.85|0.0968023781512605|625,635|625:0.4000,635:0.6000|1.5|45.8|5.652774872142857
24720|31|63|0.85|0.0968023781512605|625,635|625:0.4000,635:0.6000|1.5|23.4|2.8880989521428564
24720|31|111|0.85|0.0968023781512605|625,635|625:0.4000,635:0.6000|1.5|23.4|2.8880989521428564
24721|31|47|0.85|0.09990811993888465|626,635|626:0.4000,635:0.6000|1.5|45.8|5.834134663831169
24721|31|63|0.85|0.09990811993888465|626,635|626:0.4000,635:0.6000|1.5|23.4|2.980758758376623
24721|31|73|0.85|0.09990811993888465|626,635|626:0.4000,635:0.6000|1.5|42.9|5.4647243903571425
24722|31|47|0.85|0.11264460275019103|626,635|626:0.4000,635:0.6000|1.5|45.8|6.577881577597405
24722|31|73|0.85|0.11264460275019103|626,635|626:0.4000,635:0.6000|1.5|42.9|6.1613781589285725
24722|31|137|0.85|0.11264460275019103|626,635|626:0.4000,635:0.6000|1.5|42.9|6.1613781589285725
24723|31|19|0.85|0.11730670970206265|626,635|626:0.4000,635:0.6000|1.5|45.8|6.850125313051948
24723|31|47|0.85|0.11730670970206265|626,635|626:0.4000,635:0.6000|1.5|45.8|6.850125313051948
24723|31|137|0.85|0.11730670970206265|626,635|626:0.4000,635:0.6000|1.5|42.9|6.416383753928571
24724|31|19|0.85|0.11850898930481288|626,635|626:0.4000,635:0.6000|1.5|45.8|6.920332430454548
24724|31|99|0.85|0.11850898930481288|626,635|626:0.4000,635:0.6000|1.5|42.9|6.482145442500001
24724|31|137|0.85|0.11850898930481288|626,635|626:0.4000,635:0.6000|1.5|42.9|6.482145442500001
24725|31|19|0.85|0.12052971275783042|626,635|626:0.4000,635:0.6000|1.5|45.8|7.038332576493507
24725|31|99|0.85|0.12052971275783042|626,635|626:0.4000,635:0.6000|1.5|42.9|6.592673963571428
24726|31|1|0.85|0.11303217341482047|626,635|626:0.4000,635:0.6000|1.5|42.9|6.182577305357142
24726|31|19|0.85|0.11303217341482047|626,635|626:0.4000,635:0.6000|1.5|45.8|6.600513766558441
24726|31|79|0.85|0.11303217341482047|626,635|626:0.4000,635:0.6000|1.5|45.8|6.600513766558441
24726|31|99|0.85|0.11303217341482047|626,635|626:0.4000,635:0.6000|1.5|42.9|6.182577305357142
24727|31|1|0.85|0.10600815508021391|626,635|626:0.4000,635:0.6000|1.5|42.9|5.7983810625
24727|31|35|0.85|0.10600815508021391|626,635|626:0.4000,635:0.6000|1.5|56.3|7.609530392045455
24727|31|79|0.85|0.10600815508021391|626,635|626:0.4000,635:0.6000|1.5|45.8|6.1903462159090905
24727|31|81|0.85|0.10600815508021391|626,635|626:0.4000,635:0.6000|1.5|55.0|7.4338218750000005
24728|31|35|0.85|0.0995996745607334|626,635|626:0.4000,635:0.6000|1.5|56.3|7.149513639155845
24728|31|81|0.85|0.0995996745607334|626,635|626:0.4000,635:0.6000|1.5|55.0|6.98442717857143
24729|31|35|0.85|0.099620961802903|626,635|626:0.4000,635:0.6000|1.5|56.3|7.151041690616885
24729|31|59|0.85|0.099620961802903|626,635|626:0.4000,635:0.6000|1.5|56.3|7.151041690616885
24729|31|81|0.85|0.099620961802903|626,635|626:0.4000,635:0.6000|1.5|55.0|6.985919946428573
24729|31|185|0.85|0.099620961802903|626,635|626:0.4000,635:0.6000|1.5|55.0|6.985919946428573
24730|31|59|0.85|0.10243711000763944|626,635|626:0.4000,635:0.6000|1.5|56.3|7.3531918491233785
24730|31|185|0.85|0.10243711000763944|626,635|626:0.4000,635:0.6000|1.5|55.0|7.183402339285716
24731|31|59|0.85|0.09745884186401835|626,635|626:0.4000,635:0.6000|1.5|56.3|6.995839316103897
24731|31|151|0.85|0.09745884186401835|626,635|626:0.4000,635:0.6000|1.5|56.3|6.995839316103897
24731|31|159|0.85|0.09745884186401835|626,635|626:0.4000,635:0.6000|1.5|55.0|6.834301285714287
24731|31|185|0.85|0.09745884186401835|626,635|626:0.4000,635:0.6000|1.5|55.0|6.834301285714287
24732|31|151|0.85|0.09463359052711996|625,635|625:0.4000,635:0.6000|1.5|56.3|6.793035712012989
24732|31|159|0.85|0.09463359052711996|625,635|625:0.4000,635:0.6000|1.5|55.0|6.636180535714288
24733|31|67|0.85|0.09698479449961807|625,635|625:0.4000,635:0.6000|1.5|56.3|6.961811011168834
24733|31|109|0.85|0.09698479449961807|625,635|625:0.4000,635:0.6000|1.5|55.0|6.801058714285717
24733|31|151|0.85|0.09698479449961807|625,635|625:0.4000,635:0.6000|1.5|56.3|6.961811011168834
24733|31|159|0.85|0.09698479449961807|625,635|625:0.4000,635:0.6000|1.5|55.0|6.801058714285717
24734|31|67|0.85|0.09486852559205503|625,635|625:0.4000,635:0.6000|1.5|56.3|6.809899938311689
24734|31|109|0.85|0.09486852559205503|625,635|625:0.4000,635:0.6000|1.5|55.0|6.652655357142859
24735|31|67|0.9|0.08766667157287159|626,635|626:0.4000,635:0.6000|1.5|56.3|6.663105372896104
24735|31|97|0.9|0.08766667157287159|626,635|626:0.4000,635:0.6000|1.5|56.3|6.663105372896104
24735|31|109|0.9|0.08766667157287159|626,635|626:0.4000,635:0.6000|1.5|55.0|6.509250364285715
24735|31|131|0.9|0.08766667157287159|626,635|626:0.4000,635:0.6000|1.5|56.3|6.663105372896104
24736|31|97|0.85|0.08337498701298703|626,635|626:0.4000,635:0.6000|1.5|56.3|5.984865005259741
24736|31|127|0.85|0.08337498701298703|626,635|626:0.4000,635:0.6000|1.5|56.3|5.984865005259741
24736|31|131|0.85|0.08337498701298703|626,635|626:0.4000,635:0.6000|1.5|56.3|5.984865005259741
24737|31|127|0.85|0.08460329258976321|626,635|626:0.4000,635:0.6000|1.5|56.3|6.073035850324677
24737|31|131|0.85|0.08460329258976321|626,635|626:0.4000,635:0.6000|1.5|56.3|6.073035850324677
24738|31|127|0.9|0.08132785685425689|626,635|626:0.4000,635:0.6000|1.5|56.3|6.181323760207794
24738|31|131|0.9|0.08132785685425689|626,635|626:0.4000,635:0.6000|1.5|56.3|6.181323760207794
25012|31|135|0.85|0.1045532757830405|625,635|625:0.4000,635:0.6000|1.5|23.4|3.1193469829870124
25013|31|135|0.85|0.09876624751718871|625,634|625:0.4000,634:0.6000|1.5|23.4|2.9466909946753246
25014|31|135|0.85|0.09990012910618797|625,634|625:0.4000,634:0.6000|1.5|23.4|2.980520351883117
25015|31|135|0.85|0.10210750038197101|625,634|625:0.4000,634:0.6000|1.5|23.4|3.0463772738961046
25016|31|111|0.85|0.10417991596638657|625,634|625:0.4000,634:0.6000|1.5|23.4|3.1082077928571423
25016|31|135|0.85|0.10417991596638657|625,634|625:0.4000,634:0.6000|1.5|23.4|3.1082077928571423
25017|31|111|0.85|0.0979993926661574|625,634|625:0.6000,634:0.4000|1.5|23.4|2.923811880194805
25018|31|111|0.85|0.09806787929717342|625,635|625:0.4000,635:0.6000|1.5|23.4|2.9258551788311684
25019|31|111|0.85|0.098973769289534|626,635|626:0.4000,635:0.6000|1.5|23.4|2.952882406753246
25020|31|47|0.85|0.09579896944232241|626,635|626:0.4000,635:0.6000|1.5|45.8|5.594180820584417
25020|31|111|0.85|0.09579896944232241|626,635|626:0.4000,635:0.6000|1.5|23.4|2.8581622533116886
25021|31|47|0.85|0.09714526890756305|625,635|625:0.4000,635:0.6000|1.5|45.8|5.672797977857144
25022|31|47|0.85|0.10581476088617267|626,635|626:0.4000,635:0.6000|1.5|45.8|6.179052961948052
25023|31|19|0.85|0.11542857906799084|626,635|626:0.4000,635:0.6000|1.5|45.8|6.740451874675324
25023|31|47|0.85|0.11542857906799084|626,635|626:0.4000,635:0.6000|1.5|45.8|6.740451874675324
25024|31|19|0.85|0.11511428265851796|626,635|626:0.4000,635:0.6000|1.5|45.8|6.722098535844156
25025|31|19|0.85|0.11588110313216199|626,635|626:0.4000,635:0.6000|1.5|45.8|6.7668770174025985
25026|31|19|0.85|0.11190983575248283|626,635|626:0.4000,635:0.6000|1.5|45.8|6.534974858766234
25026|31|79|0.85|0.11190983575248283|626,635|626:0.4000,635:0.6000|1.5|45.8|6.534974858766234
25027|31|79|0.85|0.10901566997708176|626,635|626:0.4000,635:0.6000|1.5|45.8|6.365970048311689
25027|31|81|0.85|0.10901566997708176|626,635|626:0.4000,635:0.6000|1.5|55.0|7.644723857142858
25027|31|121|0.85|0.10901566997708176|626,635|626:0.4000,635:0.6000|1.5|55.0|7.644723857142858
25028|31|81|0.85|0.10208486478227656|626,635|626:0.4000,635:0.6000|1.5|55.0|7.158701142857144
25028|31|121|0.85|0.10208486478227656|626,635|626:0.4000,635:0.6000|1.5|55.0|7.158701142857144
25029|31|81|0.85|0.09981104430863255|626,635|626:0.4000,635:0.6000|1.5|55.0|6.999249482142858
25029|31|185|0.85|0.09981104430863255|626,635|626:0.4000,635:0.6000|1.5|55.0|6.999249482142858
25030|31|185|0.85|0.09634915508021394|626,635|626:0.4000,635:0.6000|1.5|55.0|6.756484500000003
25031|31|159|0.85|0.09740756302521011|626,635|626:0.4000,635:0.6000|1.5|55.0|6.830705357142859
25031|31|185|0.85|0.09740756302521011|626,635|626:0.4000,635:0.6000|1.5|55.0|6.830705357142859
25032|31|159|0.85|0.09147103361344543|625,635|625:0.4000,635:0.6000|1.5|55.0|6.41440623214286
25033|31|109|0.85|0.09071207639419404|625,635|625:0.4000,635:0.6000|1.5|55.0|6.361184357142857
25033|31|159|0.85|0.09071207639419404|625,635|625:0.4000,635:0.6000|1.5|55.0|6.361184357142857
25034|31|109|0.85|0.09359231703590529|625,635|625:0.4000,635:0.6000|1.5|55.0|6.563161232142858
25035|31|25|0.85|0.08646811764705886|626,635|626:0.4000,635:0.6000|1.5|55.0|6.063576750000003
25035|31|109|0.85|0.08646811764705886|626,635|626:0.4000,635:0.6000|1.5|55.0|6.063576750000003
25035|31|131|0.85|0.08646811764705886|626,635|626:0.4000,635:0.6000|1.5|56.3|6.206897655000002
25036|31|25|0.85|0.08491145760122232|625,635|625:0.4000,635:0.6000|1.5|55.0|5.954415964285715
25036|31|131|0.85|0.08491145760122232|625,635|625:0.4000,635:0.6000|1.5|56.3|6.095156705259741
25036|31|153|0.85|0.08491145760122232|625,635|625:0.4000,635:0.6000|1.5|55.0|5.954415964285715
25037|31|25|0.9|0.0848175425685426|626,635|626:0.4000,635:0.6000|1.5|55.0|6.297702535714288
25037|31|131|0.9|0.0848175425685426|626,635|626:0.4000,635:0.6000|1.5|56.3|6.44655732292208
25304|31|105|0.9|0.0908516383838384|626,635|626:0.6000,635:0.4000|1.5|15.2|1.864275619636364
25305|31|105|0.9|0.08748076479076482|633,635|633:0.6000,635:0.4000|1.5|15.2|1.795105293506494
25306|31|105|0.85|0.09044199847211612|633,635|633:0.4000,635:0.6000|1.5|15.2|1.7527659303896104
25307|31|33|0.85|0.10001389228418642|633,635|633:0.4000,635:0.6000|1.5|15.2|1.9382692324675326
25307|31|105|0.85|0.10001389228418642|633,635|633:0.4000,635:0.6000|1.5|15.2|1.9382692324675326
25308|31|33|0.85|0.0970844003055768|633,635|633:0.6000,635:0.4000|1.5|15.2|1.8814956779220784
25309|31|33|0.9|0.09418735468975473|633,635|633:0.6000,635:0.4000|1.5|15.2|1.932724518233767
25310|31|33|0.85|0.10303128265851796|633,635|633:0.4000,635:0.6000|1.5|15.2|1.996746257922078
25310|31|49|0.85|0.10303128265851796|633,635|633:0.4000,635:0.6000|1.5|15.2|1.996746257922078
25310|31|69|0.85|0.10303128265851796|633,635|633:0.4000,635:0.6000|1.5|15.2|1.996746257922078
25311|31|49|0.85|0.09952816730328495|625,635|625:0.4000,635:0.6000|1.5|15.2|1.9288558823376623
25311|31|69|0.85|0.09952816730328495|625,635|625:0.4000,635:0.6000|1.5|15.2|1.9288558823376623
25312|31|49|0.85|0.10152409014514899|625,635|625:0.4000,635:0.6000|1.5|15.2|1.9675368670129874
25312|31|69|0.85|0.10152409014514899|625,635|625:0.4000,635:0.6000|1.5|15.2|1.9675368670129874
25312|31|101|0.85|0.10152409014514899|625,635|625:0.4000,635:0.6000|1.5|23.4|3.0289712294805193
25312|31|135|0.85|0.10152409014514899|625,635|625:0.4000,635:0.6000|1.5|23.4|3.0289712294805193
25313|31|101|0.85|0.10437546065699008|625,635|625:0.6000,635:0.4000|1.5|23.4|3.1140418687012983
25313|31|135|0.85|0.10437546065699008|625,635|625:0.6000,635:0.4000|1.5|23.4|3.1140418687012983
25314|31|101|0.85|0.10286388922841869|625,635|625:0.6000,635:0.4000|1.5|23.4|3.068944135129871
25314|31|135|0.85|0.10286388922841869|625,635|625:0.6000,635:0.4000|1.5|23.4|3.068944135129871
25315|31|101|0.85|0.10259805729564556|625,635|625:0.6000,635:0.4000|1.5|23.4|3.0610130394155846
25315|31|111|0.85|0.10259805729564556|625,635|625:0.6000,635:0.4000|1.5|23.4|3.0610130394155846
